Source,Target,Type,Id,Label,Weight,attribute
046s,001p,Directed,2531,,1,1
105s,002p,Directed,2532,,6,6
052s,003p,Directed,2533,,1,1
069s,004p,Directed,2534,,1,1
026s,005p,Directed,2535,,1,1
106s,006p,Directed,2536,,5,5
108s,007p,Directed,2537,,1,1
108s,008p,Directed,2538,,2,2
108s,009p,Directed,2539,,1,1
030s,010p,Directed,2540,,1,1
017s,011p,Directed,2541,,1,1
083s,011p,Directed,2542,,1,1
108s,012p,Directed,2543,,1,1
030s,013p,Directed,2544,,1,1
031s,014p,Directed,2545,,1,1
005s,015p,Directed,2546,,4,4
107s,016p,Directed,2547,,8,8
108s,017p,Directed,2548,,4,4
093s,017p,Directed,2549,,3,3
005s,019p,Directed,2550,,1,1
004s,020p,Directed,2551,,3,3
031s,022p,Directed,2552,,1,1
095s,023p,Directed,2553,,1,1
104s,023p,Directed,2554,,1,1
005s,024p,Directed,2555,,1,1
031s,024p,Directed,2556,,1,1
017s,025p,Directed,2557,,1,1
073s,025p,Directed,2558,,11,11
100s,025p,Directed,2559,,4,4
030s,026p,Directed,2560,,1,1
109s,027p,Directed,2561,,26,26
046s,028p,Directed,2562,,1,1
106s,028p,Directed,2563,,1,1
068s,028p,Directed,2564,,1,1
022s,028p,Directed,2565,,1,1
069s,028p,Directed,2566,,3,3
070s,028p,Directed,2567,,1,1
115s,028p,Directed,2568,,18,18
093s,028p,Directed,2569,,1,1
104s,028p,Directed,2570,,1,1
078s,029p,Directed,2571,,2,2
108s,030p,Directed,2572,,1,1
100s,030p,Directed,2573,,2,2
031s,031p,Directed,2574,,2,2
100s,031p,Directed,2575,,2,2
106s,032p,Directed,2576,,1,1
026s,033p,Directed,2577,,1,1
031s,034p,Directed,2578,,1,1
103s,035p,Directed,2579,,2,2
005s,037p,Directed,2580,,5,5
108s,037p,Directed,2581,,1,1
108s,039p,Directed,2582,,44,44
071s,040p,Directed,2583,,1,1
110s,041p,Directed,2584,,5,5
109s,042p,Directed,2585,,42,42
026s,043p,Directed,2586,,1,1
108s,043p,Directed,2587,,1,1
025s,044p,Directed,2588,,1,1
031s,044p,Directed,2589,,1,1
073s,044p,Directed,2590,,1,1
079s,044p,Directed,2591,,1,1
122s,044p,Directed,2592,,1,1
103s,044p,Directed,2593,,1,1
036s,045p,Directed,2594,,3,3
108s,045p,Directed,2595,,4,4
093s,046p,Directed,2596,,1,1
005s,047p,Directed,2597,,2,2
111s,047p,Directed,2598,,4,4
064s,048p,Directed,2599,,14,14
105s,048p,Directed,2600,,3,3
022s,048p,Directed,2601,,1,1
117s,048p,Directed,2602,,1,1
030s,049p,Directed,2603,,1,1
020s,050p,Directed,2604,,2,2
107s,051p,Directed,2605,,42,42
107s,1895p,Directed,2606,,37,37
030s,052p,Directed,2607,,2,2
095s,053p,Directed,2608,,1,1
026s,054p,Directed,2609,,2,2
031s,054p,Directed,2610,,1,1
031s,055p,Directed,2611,,1,1
100s,1896p,Directed,2612,,3,3
100s,056p,Directed,2613,,2,2
030s,057p,Directed,2614,,1,1
005s,058p,Directed,2615,,3,3
051s,058p,Directed,2616,,1,1
005s,059p,Directed,2617,,1,1
031s,060p,Directed,2618,,1,1
031s,061p,Directed,2619,,1,1
026s,062p,Directed,2620,,1,1
031s,1897p,Directed,2621,,1,1
108s,1898p,Directed,2622,,1,1
073s,063p,Directed,2623,,1,1
031s,064p,Directed,2624,,2,2
100s,064p,Directed,2625,,3,3
106s,065p,Directed,2626,,2,2
111s,065p,Directed,2627,,4,4
108s,066p,Directed,2628,,3,3
093s,067p,Directed,2629,,1,1
108s,068p,Directed,2630,,2,2
031s,069p,Directed,2631,,1,1
105s,070p,Directed,2632,,8,8
073s,1899p,Directed,2633,,4,4
100s,1899p,Directed,2634,,9,9
100s,071p,Directed,2635,,8,8
093s,072p,Directed,2636,,1,1
026s,073p,Directed,2637,,1,1
061s,074p,Directed,2638,,1,1
107s,1900p,Directed,2639,,6,6
107s,075p,Directed,2640,,12,12
109s,075p,Directed,2641,,43,43
030s,076p,Directed,2642,,1,1
031s,1901p,Directed,2643,,1,1
073s,077p,Directed,2644,,1,1
100s,077p,Directed,2645,,4,4
106s,1902p,Directed,2646,,7,7
107s,1903p,Directed,2647,,1,1
073s,078p,Directed,2648,,4,4
108s,079p,Directed,2649,,1,1
100s,079p,Directed,2650,,2,2
002s,1904s,Directed,2651,,1,1
019s,080p,Directed,2652,,1,1
110s,080p,Directed,2653,,1,1
106s,1905s,Directed,2654,,2,2
005s,081p,Directed,2655,,1,1
100s,1906s,Directed,2656,,3,3
004s,082p,Directed,2657,,1,1
005s,082p,Directed,2658,,1,1
108s,082p,Directed,2659,,1,1
031s,083p,Directed,2660,,1,1
100s,083p,Directed,2661,,10,10
005s,1907s,Directed,2662,,1,1
031s,084p,Directed,2663,,1,1
031s,1908s,Directed,2664,,1,1
108s,085p,Directed,2665,,44,44
031s,1909s,Directed,2666,,1,1
108s,086p,Directed,2667,,2,2
117s,086p,Directed,2668,,1,1
105s,087p,Directed,2669,,1,1
105s,088p,Directed,2670,,8,8
107s,089p,Directed,2671,,22,22
005s,090p,Directed,2672,,2,2
026s,091p,Directed,2673,,1,1
039s,091p,Directed,2674,,1,1
098s,092p,Directed,2675,,15,15
004s,093p,Directed,2676,,1,1
030s,094p,Directed,2677,,1,1
100s,095p,Directed,2678,,13,13
071s,1910s,Directed,2679,,1,1
111s,096p,Directed,2680,,3,3
005s,097p,Directed,2681,,1,1
108s,1911s,Directed,2682,,1,1
108s,098p,Directed,2684,,1,1
030s,099p,Directed,2685,,1,1
030s,1912s,Directed,2686,,1,1
030s,100p,Directed,2687,,1,1
006s,101p,Directed,2688,,4,4
106s,101p,Directed,2689,,1,1
104s,102p,Directed,2690,,1,1
005s,103p,Directed,2691,,1,1
020s,104p,Directed,2692,,1,1
111s,1913s,Directed,2693,,2,2
108s,105p,Directed,2694,,44,44
107s,1914s,Directed,2695,,2,2
020s,106p,Directed,2696,,2,2
005s,107p,Directed,2697,,2,2
103s,108p,Directed,2698,,14,14
031s,109p,Directed,2699,,1,1
105s,110p,Directed,2700,,31,31
075s,111p,Directed,2701,,29,29
109s,112p,Directed,2702,,32,32
047s,1915s,Directed,2703,,9,9
049s,1915s,Directed,2704,,24,24
110s,1916s,Directed,2705,,16,16
122s,113p,Directed,2706,,1,1
005s,114p,Directed,2707,,2,2
100s,1917s,Directed,2708,,2,2
030s,115p,Directed,2709,,1,1
100s,116p,Directed,2710,,5,5
005s,117p,Directed,2711,,2,2
019s,118p,Directed,2712,,1,1
030s,119p,Directed,2713,,1,1
100s,120p,Directed,2714,,20,20
100s,121p,Directed,2715,,77,77
005s,122p,Directed,2716,,6,6
017s,122p,Directed,2717,,1,1
030s,122p,Directed,2718,,2,2
051s,122p,Directed,2719,,1,1
108s,122p,Directed,2720,,4,4
071s,122p,Directed,2721,,1,1
026s,123p,Directed,2722,,3,3
031s,123p,Directed,2723,,1,1
108s,123p,Directed,2724,,1,1
071s,123p,Directed,2725,,1,1
073s,124p,Directed,2726,,5,5
100s,125p,Directed,2727,,11,11
108s,126p,Directed,2728,,2,2
093s,1918s,Directed,2729,,1,1
108s,127p,Directed,2730,,2,2
005s,128p,Directed,2731,,1,1
026s,128p,Directed,2732,,1,1
031s,128p,Directed,2733,,1,1
100s,128p,Directed,2734,,2,2
020s,129p,Directed,2735,,2,2
106s,131p,Directed,2736,,2,2
004s,132p,Directed,2737,,1,1
100s,133p,Directed,2738,,4,4
101s,135p,Directed,2739,,21,21
108s,136p,Directed,2740,,2,2
108s,1919s,Directed,2741,,1,1
100s,137p,Directed,2742,,9,9
111s,138p,Directed,2743,,2,2
105s,139p,Directed,2744,,68,68
005s,140p,Directed,2745,,2,2
111s,140p,Directed,2746,,3,3
107s,141p,Directed,2747,,44,44
108s,142p,Directed,2748,,1,1
004s,143p,Directed,2749,,1,1
079s,143p,Directed,2750,,1,1
030s,144p,Directed,2751,,1,1
106s,1920s,Directed,2752,,1,1
106s,145p,Directed,2753,,2,2
031s,146p,Directed,2754,,1,1
108s,147p,Directed,2755,,1,1
103s,148p,Directed,2756,,2,2
031s,149p,Directed,2757,,2,2
100s,149p,Directed,2758,,4,4
108s,150p,Directed,2759,,2,2
100s,150p,Directed,2760,,11,11
106s,151p,Directed,2761,,1,1
093s,1921s,Directed,2762,,1,1
106s,152p,Directed,2763,,1,1
012s,153p,Directed,2764,,13,13
005s,154p,Directed,2765,,1,1
111s,156p,Directed,2766,,3,3
106s,155p,Directed,2767,,7,7
005s,1922s,Directed,2768,,1,1
025s,157p,Directed,2769,,1,1
107s,158p,Directed,2770,,37,37
109s,158p,Directed,2771,,24,24
093s,158p,Directed,2772,,1,1
100s,160p,Directed,2773,,16,16
108s,161p,Directed,2774,,26,26
026s,162p,Directed,2775,,1,1
106s,163p,Directed,2776,,74,74
026s,164p,Directed,2777,,1,1
108s,165p,Directed,2778,,2,2
100s,166p,Directed,2779,,3,3
108s,167p,Directed,2780,,10,10
075s,168p,Directed,2781,,12,12
031s,169p,Directed,2782,,1,1
108s,170p,Directed,2783,,3,3
002s,171p,Directed,2784,,1,1
106s,172p,Directed,2785,,1,1
113s,172p,Directed,2786,,1,1
106s,173p,Directed,2787,,21,21
020s,174p,Directed,2788,,2,2
106s,176p,Directed,2789,,1,1
031s,177p,Directed,2790,,1,1
031s,178p,Directed,2791,,1,1
108s,179p,Directed,2792,,2,2
115s,181p,Directed,2793,,2,2
005s,183p,Directed,2794,,1,1
061s,182p,Directed,2795,,1,1
073s,183p,Directed,2797,,10,10
100s,183p,Directed,2798,,2,2
020s,184p,Directed,2799,,2,2
108s,186p,Directed,2800,,3,3
069s,187p,Directed,2801,,3,3
107s,188p,Directed,2802,,1,1
069s,188p,Directed,2803,,1,1
020s,189p,Directed,2804,,3,3
105s,190p,Directed,2805,,2,2
115s,190p,Directed,2806,,1,1
100s,191p,Directed,2807,,2,2
020s,192p,Directed,2808,,1,1
110s,194p,Directed,2809,,50,50
107s,195p,Directed,2810,,2,2
108s,196p,Directed,2811,,3,3
102s,197p,Directed,2812,,1,1
045s,198p,Directed,2813,,2,2
020s,199p,Directed,2814,,2,2
093s,199p,Directed,2815,,1,1
019s,200p,Directed,2816,,1,1
079s,201p,Directed,2817,,1,1
100s,202p,Directed,2818,,16,16
113s,203p,Directed,2819,,2,2
108s,204p,Directed,2820,,1,1
020s,205p,Directed,2821,,2,2
106s,205p,Directed,2822,,1,1
005s,206p,Directed,2823,,1,1
073s,206p,Directed,2824,,4,4
100s,206p,Directed,2825,,2,2
050s,207p,Directed,2826,,1,1
108s,208p,Directed,2827,,1,1
073s,209p,Directed,2828,,14,14
100s,209p,Directed,2829,,1,1
108s,210p,Directed,2830,,1,1
005s,211p,Directed,2831,,8,8
030s,211p,Directed,2832,,4,4
031s,211p,Directed,2833,,2,2
011s,211p,Directed,2834,,1,1
108s,211p,Directed,2835,,5,5
110s,212p,Directed,2836,,2,2
122s,211p,Directed,2837,,1,1
098s,213p,Directed,2838,,14,14
026s,214p,Directed,2839,,1,1
108s,214p,Directed,2840,,1,1
005s,215p,Directed,2841,,1,1
108s,215p,Directed,2842,,2,2
005s,216p,Directed,2843,,1,1
073s,215p,Directed,2844,,5,5
059s,217p,Directed,2845,,18,18
004s,218p,Directed,2846,,1,1
005s,218p,Directed,2847,,1,1
030s,218p,Directed,2848,,2,2
071s,218p,Directed,2849,,2,2
004s,219p,Directed,2850,,1,1
108s,220p,Directed,2851,,2,2
080s,221p,Directed,2852,,1,1
115s,222p,Directed,2853,,6,6
005s,223p,Directed,2854,,2,2
108s,224p,Directed,2855,,2,2
101s,225p,Directed,2856,,1,1
108s,226p,Directed,2857,,2,2
110s,226p,Directed,2858,,2,2
106s,227p,Directed,2859,,2,2
102s,228p,Directed,2860,,1,1
106s,229p,Directed,2861,,1,1
107s,229p,Directed,2862,,4,4
025s,230p,Directed,2863,,1,1
105s,230p,Directed,2864,,2,2
108s,231p,Directed,2865,,2,2
113s,232p,Directed,2866,,24,24
100s,233p,Directed,2867,,2,2
059s,234p,Directed,2868,,3,3
101s,235p,Directed,2869,,11,11
020s,236p,Directed,2870,,2,2
117s,237p,Directed,2871,,1,1
020s,238p,Directed,2872,,1,1
108s,239p,Directed,2873,,2,2
108s,240p,Directed,2874,,1,1
030s,241p,Directed,2875,,1,1
004s,242p,Directed,2876,,1,1
100s,243p,Directed,2877,,15,15
108s,244p,Directed,2878,,33,33
111s,245p,Directed,2879,,4,4
068s,246p,Directed,2880,,2,2
006s,247p,Directed,2881,,6,6
106s,247p,Directed,2883,,1,1
075s,248p,Directed,2884,,1,1
104s,249p,Directed,2885,,1,1
108s,250p,Directed,2886,,3,3
106s,251p,Directed,2887,,20,20
103s,252p,Directed,2888,,14,14
100s,253p,Directed,2889,,5,5
108s,254p,Directed,2890,,1,1
106s,255p,Directed,2891,,141,141
115s,255p,Directed,2892,,15,15
106s,256p,Directed,2893,,1,1
005s,257p,Directed,2894,,1,1
005s,258p,Directed,2895,,17,17
005s,259p,Directed,2896,,1,1
108s,259p,Directed,2897,,4,4
100s,260p,Directed,2898,,4,4
108s,261p,Directed,2899,,44,44
109s,261p,Directed,2900,,32,32
031s,262p,Directed,2901,,1,1
100s,262p,Directed,2902,,4,4
108s,263p,Directed,2903,,1,1
100s,264p,Directed,2904,,5,5
114s,265p,Directed,2905,,39,39
106s,266p,Directed,2906,,57,57
109s,266p,Directed,2907,,32,32
105s,267p,Directed,2908,,23,23
005s,268p,Directed,2909,,1,1
108s,268p,Directed,2910,,1,1
117s,268p,Directed,2911,,1,1
018s,269p,Directed,2912,,1,1
109s,270p,Directed,2913,,24,24
005s,271p,Directed,2914,,2,2
031s,271p,Directed,2915,,2,2
108s,271p,Directed,2916,,3,3
007s,272p,Directed,2917,,2,2
036s,272p,Directed,2918,,1,1
005s,273p,Directed,2919,,1,1
111s,274p,Directed,2920,,2,2
106s,275p,Directed,2921,,1,
108s,276p,Directed,2922,,3,3
105s,277p,Directed,2923,,2,2
020s,278p,Directed,2924,,1,1
093s,279p,Directed,2925,,1,1
110s,280p,Directed,2926,,3,3
105s,281p,Directed,2927,,6,6
075s,281p,Directed,2928,,7,7
105s,282p,Directed,2929,,6,6
093s,283p,Directed,2930,,2,2
075s,284p,Directed,2931,,3,3
031s,285p,Directed,2932,,1,1
100s,286p,Directed,2933,,4,4
004s,287p,Directed,2934,,1,1
100s,288p,Directed,2935,,2,2
005s,289p,Directed,2936,,5,5
026s,289p,Directed,2937,,1,1
030s,289p,Directed,2938,,1,1
031s,289p,Directed,2939,,6,6
108s,289p,Directed,2940,,1,1
078s,289p,Directed,2941,,1,1
114s,290p,Directed,2942,,14,14
110s,291p,Directed,2943,,13,13
108s,292p,Directed,2944,,1,1
110s,293p,Directed,2945,,4,4
107s,294p,Directed,2946,,1,1
106s,295p,Directed,2947,,2,2
098s,296p,Directed,2948,,4,4
075s,297p,Directed,2949,,74,74
019s,298p,Directed,2950,,1,1
108s,298p,Directed,2951,,4,4
110s,298p,Directed,2952,,4,4
085s,298p,Directed,2953,,4,4
051s,299p,Directed,2954,,1,1
108s,299p,Directed,2955,,1,1
108s,300p,Directed,2956,,1,1
100s,301p,Directed,2957,,2,2
107s,302p,Directed,2958,,1,1
020s,303p,Directed,2959,,1,1
106s,304p,Directed,2960,,73,73
100s,306p,Directed,2961,,4,4
007s,305p,Directed,2962,,1,1
100s,307p,Directed,2963,,4,4
031s,308p,Directed,2964,,2,2
100s,309p,Directed,2965,,5,5
004s,310p,Directed,2966,,1,1
018s,311p,Directed,2967,,1,1
025s,312p,Directed,2968,,1,1
102s,313p,Directed,2969,,1,1
005s,314p,Directed,2970,,1,1
026s,315p,Directed,2971,,1,1
105s,316p,Directed,2972,,91,91
106s,317p,Directed,2973,,28,28
005s,318p,Directed,2974,,9,9
031s,318p,Directed,2975,,1,1
108s,318p,Directed,2976,,2,2
073s,318p,Directed,2977,,1,1
031s,319p,Directed,2978,,1,1
100s,319p,Directed,2979,,3,3
030s,320p,Directed,2980,,1,1
030s,321p,Directed,2981,,1,1
079s,321p,Directed,2982,,3,3
005s,322p,Directed,2983,,2,2
020s,323p,Directed,2984,,3,3
106s,323p,Directed,2985,,1,1
070s,323p,Directed,2986,,1,1
115s,323p,Directed,2987,,25,25
005s,324p,Directed,2988,,1,1
100s,325p,Directed,2989,,2,2
115s,326p,Directed,2990,,8,8
093s,326p,Directed,2991,,1,1
005s,327p,Directed,2992,,1,1
031s,328p,Directed,2993,,1,1
108s,328p,Directed,2994,,2,2
107s,329p,Directed,2995,,2,2
093s,330p,Directed,2996,,1,1
100s,331p,Directed,2997,,4,4
108s,333p,Directed,2998,,22,22
093s,334p,Directed,2999,,4,4
020s,335p,Directed,3000,,1,1
100s,336p,Directed,3001,,4,4
020s,337p,Directed,3002,,1,1
028s,338p,Directed,3003,,1,1
031s,339p,Directed,3004,,1,1
117s,340p,Directed,3005,,1,1
005s,341p,Directed,3006,,1,1
095s,342p,Directed,3007,,1,1
007s,343p,Directed,3008,,1,1
026s,344p,Directed,3009,,1,1
030s,344p,Directed,3010,,1,1
031s,344p,Directed,3011,,2,2
078s,344p,Directed,3012,,1,1
119s,344p,Directed,3013,,1,1
031s,345p,Directed,3014,,1,1
018s,346p,Directed,3015,,1,1
106s,347p,Directed,3016,,1,1
064s,348p,Directed,3017,,10,10
100s,349p,Directed,3018,,2,2
100s,350p,Directed,3019,,2,2
031s,351p,Directed,3020,,1,1
031s,352p,Directed,3021,,1,1
031s,353p,Directed,3022,,1,1
100s,354p,Directed,3023,,2,2
108s,355p,Directed,3024,,1,1
031s,356p,Directed,3025,,1,1
083s,356p,Directed,3026,,1,1
098s,356p,Directed,3027,,1,1
005s,357p,Directed,3028,,1,1
108s,357p,Directed,3029,,1,1
005s,358p,Directed,3030,,3,3
100s,359p,Directed,3031,,2,2
030s,360p,Directed,3032,,1,1
106s,361p,Directed,3033,,1,1
070s,361p,Directed,3034,,1,1
025s,361p,Directed,3035,,1,1
047s,362p,Directed,3037,,9,9
049s,362p,Directed,3038,,24,24
054s,363p,Directed,3039,,1,1
105s,364p,Directed,3040,,4,4
067s,364p,Directed,3041,,8,8
108s,364p,Directed,3042,,4,4
109s,364p,Directed,3043,,23,23
108s,365p,Directed,3044,,2,2
106s,366p,Directed,3045,,2,2
106s,367p,Directed,3046,,1,1
004s,368p,Directed,3047,,1,1
108s,369p,Directed,3048,,4,4
031s,370p,Directed,3049,,1,1
068s,371p,Directed,3050,,1,1
106s,372p,Directed,3051,,2,2
020s,373p,Directed,3052,,1,1
098s,374p,Directed,3053,,14,14
005s,375p,Directed,3054,,1,1
110s,376p,Directed,3055,,23,23
109s,377p,Directed,3056,,176,176
106s,378p,Directed,3057,,1,1
031s,379p,Directed,3058,,3,3
113s,380p,Directed,3059,,3,3
108s,381p,Directed,3060,,1,1
020s,382p,Directed,3061,,2,2
106s,383p,Directed,3062,,187,187
115s,383p,Directed,3063,,15,15
005s,384p,Directed,3064,,1,1
005s,385p,Directed,3065,,1,1
103s,386p,Directed,3066,,2,2
031s,387p,Directed,3067,,1,1
110s,388p,Directed,3068,,43,43
108s,389p,Directed,3069,,2,2
030s,390p,Directed,3070,,1,1
031s,391p,Directed,3071,,1,1
021s,391p,Directed,3072,,1,1
108s,392p,Directed,3073,,3,3
110s,393p,Directed,3074,,17,17
031s,394p,Directed,3075,,1,1
031s,395p,Directed,3076,,1,1
100s,396p,Directed,3077,,5,5
040s,397p,Directed,3078,,1,1
097s,397p,Directed,3079,,1,1
031s,398p,Directed,3080,,1,1
005s,399p,Directed,3081,,1,1
030s,400p,Directed,3082,,1,1
100s,401p,Directed,3083,,5,5
031s,402p,Directed,3084,,1,1
107s,403p,Directed,3085,,2,2
110s,403p,Directed,3086,,2,2
005s,404p,Directed,3087,,1,1
005s,405p,Directed,3088,,2,2
105s,406p,Directed,3089,,4,4
123s,406p,Directed,3090,,1,1
098s,407p,Directed,3091,,14,14
106s,406p,Directed,3092,,77,77
117s,406p,Directed,3093,,1,1
005s,408p,Directed,3094,,1,1
106s,409p,Directed,3095,,4,4
108s,409p,Directed,3096,,3,3
009s,410p,Directed,3097,,70,70
031s,410p,Directed,3098,,5,5
051s,410p,Directed,3099,,8,8
066s,410p,Directed,3100,,1,1
072s,410p,Directed,3101,,1,1
078s,410p,Directed,3102,,8,8
007s,411p,Directed,3103,,2,2
020s,411p,Directed,3104,,1,1
036s,411p,Directed,3105,,3,3
069s,411p,Directed,3106,,3,3
093s,411p,Directed,3107,,1,1
108s,412p,Directed,3108,,1,1
031s,413p,Directed,3109,,1,1
108s,413p,Directed,3110,,3,3
105s,413p,Directed,3111,,2,2
005s,414p,Directed,3113,,1,1
095s,415p,Directed,3114,,1,1
108s,416p,Directed,3115,,50,50
100s,417p,Directed,3116,,2,2
024s,418p,Directed,3117,,1,1
106s,419p,Directed,3118,,1,1
107s,419p,Directed,3119,,1,1
102s,420p,Directed,3120,,2,2
030s,421p,Directed,3121,,1,1
004s,422p,Directed,3122,,1,1
004s,424p,Directed,3123,,1,1
124s,423p,Directed,3124,,1,1
028s,424p,Directed,3125,,1,1
026s,425p,Directed,3126,,1,1
028s,426p,Directed,3127,,1,1
053s,427p,Directed,3128,,1,1
108s,428p,Directed,3129,,1,1
098s,429p,Directed,3130,,4,4
108s,430p,Directed,3131,,2,2
034s,431p,Directed,3132,,1,1
073s,432p,Directed,3133,,4,4
102s,433p,Directed,3134,,2,2
106s,433p,Directed,3135,,5,5
085s,434p,Directed,3136,,1,1
073s,435p,Directed,3137,,5,5
100s,435p,Directed,3138,,16,16
005s,436p,Directed,3139,,1,1
075s,437p,Directed,3140,,50,50
110s,438p,Directed,3141,,15,15
026s,439p,Directed,3142,,1,1
109s,440p,Directed,3143,,59,59
022s,440p,Directed,3144,,1,1
031s,441p,Directed,3145,,1,1
075s,442p,Directed,3146,,1,1
117s,442p,Directed,3147,,1,1
030s,442p,Directed,3148,,1,1
025s,443p,Directed,3149,,1,1
026s,444p,Directed,3150,,1,1
039s,444p,Directed,3151,,1,1
105s,444p,Directed,3152,,1,1
100s,445p,Directed,3153,,1,1
031s,445p,Directed,3154,,1,1
031s,446p,Directed,3155,,2,2
108s,447p,Directed,3156,,3,3
110s,448p,Directed,3157,,25,25
031s,449p,Directed,3158,,2,2
106s,451p,Directed,3159,,1,1
005s,452p,Directed,3160,,1,1
107s,453p,Directed,3161,,42,42
039s,454p,Directed,3162,,1,1
106s,455p,Directed,3163,,45,45
030s,456p,Directed,3164,,1,1
113s,457p,Directed,3165,,35,35
100s,458p,Directed,3166,,4,4
093s,459p,Directed,3167,,1,1
108s,460p,Directed,3168,,1,1
083s,460p,Directed,3169,,1,1
005s,461p,Directed,3170,,1,1
073s,462p,Directed,3171,,1,1
093s,463p,Directed,3172,,10,10
